User ID,Behavior Data,Browser Info,IP Address,Timestamp
user123,"{'mouseMovements': [{'x': 75, 'y': 85, 'timestamp': 1723409615687}, {'x': 23, 'y': 73, 'timestamp': 1723409615696}, {'x': 13, 'y': 70, 'timestamp': 1723409615714}, {'x': 6, 'y': 68, 'timestamp': 1723409615724}, {'x': 598, 'y': 19, 'timestamp': 1723409617548}, {'x': 885, 'y': 331, 'timestamp': 1723409617572}, {'x': 930, 'y': 597, 'timestamp': 1723409620580}, {'x': 936, 'y': 529, 'timestamp': 1723409620601}, {'x': 939, 'y': 506, 'timestamp': 1723409620613}, {'x': 945, 'y': 457, 'timestamp': 1723409620629}, {'x': 949, 'y': 399, 'timestamp': 1723409620646}, {'x': 952, 'y': 326, 'timestamp': 1723409620663}, {'x': 952, 'y': 294, 'timestamp': 1723409620679}, {'x': 952, 'y': 275, 'timestamp': 1723409620696}, {'x': 952, 'y': 268, 'timestamp': 1723409620712}, {'x': 1040, 'y': 144, 'timestamp': 1723409622387}, {'x': 1024, 'y': 146, 'timestamp': 1723409622389}, {'x': 1010, 'y': 147, 'timestamp': 1723409622392}, {'x': 1005, 'y': 148, 'timestamp': 1723409622400}, {'x': 994, 'y': 148, 'timestamp': 1723409622409}, {'x': 984, 'y': 149, 'timestamp': 1723409622416}, {'x': 977, 'y': 149, 'timestamp': 1723409622427}, {'x': 974, 'y': 149, 'timestamp': 1723409622433}, {'x': 970, 'y': 149, 'timestamp': 1723409622441}, {'x': 966, 'y': 149, 'timestamp': 1723409622450}, {'x': 965, 'y': 149, 'timestamp': 1723409622458}, {'x': 963, 'y': 149, 'timestamp': 1723409622465}, {'x': 964, 'y': 148, 'timestamp': 1723409622482}, {'x': 968, 'y': 147, 'timestamp': 1723409622491}, {'x': 980, 'y': 143, 'timestamp': 1723409622499}, {'x': 987, 'y': 140, 'timestamp': 1723409622512}, {'x': 1006, 'y': 131, 'timestamp': 1723409622515}, {'x': 1021, 'y': 123, 'timestamp': 1723409622523}, {'x': 1029, 'y': 118, 'timestamp': 1723409622531}, {'x': 1045, 'y': 107, 'timestamp': 1723409622539}, {'x': 1027, 'y': 147, 'timestamp': 1723409623713}, {'x': 988, 'y': 163, 'timestamp': 1723409623715}, {'x': 947, 'y': 181, 'timestamp': 1723409623723}, {'x': 931, 'y': 188, 'timestamp': 1723409623732}, {'x': 899, 'y': 202, 'timestamp': 1723409623743}, {'x': 887, 'y': 208, 'timestamp': 1723409623748}, {'x': 863, 'y': 219, 'timestamp': 1723409623756}, {'x': 843, 'y': 228, 'timestamp': 1723409623764}, {'x': 838, 'y': 231, 'timestamp': 1723409623772}, {'x': 825, 'y': 237, 'timestamp': 1723409623780}, {'x': 815, 'y': 242, 'timestamp': 1723409623789}, {'x': 807, 'y': 246, 'timestamp': 1723409623797}, {'x': 800, 'y': 249, 'timestamp': 1723409623805}, {'x': 801, 'y': 249, 'timestamp': 1723409624263}, {'x': 803, 'y': 251, 'timestamp': 1723409624269}, {'x': 805, 'y': 252, 'timestamp': 1723409624277}, {'x': 808, 'y': 254, 'timestamp': 1723409624286}, {'x': 812, 'y': 255, 'timestamp': 1723409624293}, {'x': 815, 'y': 257, 'timestamp': 1723409624300}, {'x': 823, 'y': 259, 'timestamp': 1723409624309}, {'x': 833, 'y': 262, 'timestamp': 1723409624317}, {'x': 845, 'y': 265, 'timestamp': 1723409624325}, {'x': 857, 'y': 266, 'timestamp': 1723409624334}, {'x': 869, 'y': 267, 'timestamp': 1723409624342}, {'x': 880, 'y': 267, 'timestamp': 1723409624350}, {'x': 885, 'y': 267, 'timestamp': 1723409624358}, {'x': 897, 'y': 262, 'timestamp': 1723409624367}, {'x': 905, 'y': 251, 'timestamp': 1723409624374}, {'x': 907, 'y': 239, 'timestamp': 1723409624382}, {'x': 907, 'y': 238, 'timestamp': 1723409626050}, {'x': 848, 'y': 181, 'timestamp': 1723409626091}, {'x': 807, 'y': 151, 'timestamp': 1723409626095}, {'x': 776, 'y': 132, 'timestamp': 1723409626103}, {'x': 740, 'y': 112, 'timestamp': 1723409626111}, {'x': 722, 'y': 103, 'timestamp': 1723409626119}, {'x': 691, 'y': 89, 'timestamp': 1723409626128}, {'x': 677, 'y': 84, 'timestamp': 1723409626135}, {'x': 654, 'y': 74, 'timestamp': 1723409626144}, {'x': 646, 'y': 71, 'timestamp': 1723409626152}, {'x': 632, 'y': 65, 'timestamp': 1723409626160}, {'x': 620, 'y': 60, 'timestamp': 1723409626168}, {'x': 618, 'y': 59, 'timestamp': 1723409626176}, {'x': 605, 'y': 54, 'timestamp': 1723409626184}, {'x': 601, 'y': 53, 'timestamp': 1723409626192}, {'x': 601, 'y': 52, 'timestamp': 1723409626707}, {'x': 596, 'y': 48, 'timestamp': 1723409626730}, {'x': 595, 'y': 47, 'timestamp': 1723409626737}, {'x': 593, 'y': 46, 'timestamp': 1723409626744}, {'x': 590, 'y': 43, 'timestamp': 1723409626752}, {'x': 584, 'y': 40, 'timestamp': 1723409626772}, {'x': 582, 'y': 39, 'timestamp': 1723409626777}, {'x': 578, 'y': 38, 'timestamp': 1723409626785}, {'x': 576, 'y': 37, 'timestamp': 1723409626793}, {'x': 574, 'y': 37, 'timestamp': 1723409626801}, {'x': 569, 'y': 36, 'timestamp': 1723409626810}, {'x': 568, 'y': 36, 'timestamp': 1723409626818}, {'x': 565, 'y': 36, 'timestamp': 1723409626826}, {'x': 563, 'y': 36, 'timestamp': 1723409626834}, {'x': 561, 'y': 36, 'timestamp': 1723409626842}, {'x': 560, 'y': 39, 'timestamp': 1723409626850}, {'x': 560, 'y': 43, 'timestamp': 1723409626858}], 'typingPatterns': [{'key': 'Meta', 'type': 'keydown', 'timestamp': 1723409624988}, {'key': 'Meta', 'type': 'keyup', 'timestamp': 1723409625134}, {'key': 'Meta', 'type': 'keydown', 'timestamp': 1723409627629}, {'key': 'r', 'type': 'keydown', 'timestamp': 1723409627774}], 'scrollPatterns': []}","{'browserName': 'Netscape', 'browserVersion': '5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36', 'userAgent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36', 'platform': 'MacIntel', 'language': 'en-GB', 'screenResolution': '1710x1112'}",127.0.0.1,2024-08-11 20:53:47.949246+00:00
